epoch,train_loss,val_loss,rel_l2,data,continuity,curl,epoch_time,lr
1,0.011034266254379569,0.024398242522563254,1.2716449744973186,0.00869868167956156,0.00029883346396294047,0.005354566243568115,359.47097659111023,2.8284271247461902e-05
2,0.004230140388851093,0.009475166539286638,0.7720681154339475,0.002825705960731284,0.00016646771202507202,0.0032836108372672848,356.40098786354065,7.919595949289332e-05
3,0.0025528316756814697,0.005104489445492819,0.5410797030301682,0.0014911093127617885,0.00017744692243581994,0.00283488011064037,357.3506705760956,0.00013010764773832472
4,0.002060987554007928,0.0032015374737682863,0.39117728728687207,0.0011850181154689683,0.00018004295176865526,0.0025438792586101044,355.67968463897705,0.00018101933598375613
5,0.0017718924562662626,0.0021938529210286093,0.3032711976221271,0.0010021218345552068,0.00018138927991155165,0.0023646473726633608,359.4607267379761,0.00023193102422918753
6,0.0015954570345305303,0.0016866988676309876,0.2585632379305596,0.0008898034825885285,0.00018247796561373283,0.002269471154401496,358.8185119628906,0.000282842712474619
7,0.0012622648951037263,0.0013464078523351677,0.22439992109958015,0.0006408998314479201,0.0001856327778331964,0.0022365356364086133,357.6505482196808,0.000282842712474619
8,0.0012009090220696332,0.0011444210412748788,0.203869424576391,0.0005958869846836023,0.00018595552363365186,0.002225578784418758,356.25558733940125,0.000282842712474619
9,0.0010915304745443184,0.0010053402722311243,0.18926455347566493,0.0005216342196187421,0.00018668706999847018,0.0022259926120871873,356.60825848579407,0.000282842712474619
10,0.0009808236729895725,0.0009034290649722536,0.1762408688015371,0.00045512716038350237,0.00018735638362462245,0.0022318037764913847,359.33364057540894,0.000282842712474619
11,0.000964592421269117,0.0008359742051522647,0.16817644826806888,0.0004592150020812369,0.00018649170853279884,0.0022362969860599455,356.65692162513733,0.000282842712474619
12,0.0008693814851691665,0.0007609337312774127,0.16066294001410605,0.0003929584285060628,0.00018704465664616995,0.002241359246757687,358.49371814727783,0.000282842712474619
13,0.0008573650626810073,0.0007086560294915039,0.1524199023319411,0.00039062155544418903,0.0001867230248630373,0.002250048426352199,357.7414333820343,0.000282842712474619
14,0.0008061596183779329,0.0006660671057270284,0.1455793236392418,0.00035837750874634366,0.00018706517875936393,0.0022553422043832447,359.362108707428,0.000282842712474619
15,0.0007503855667512956,0.0006383045672895629,0.1384698338003349,0.0003182077066223125,0.00018769467839755785,0.002263986397338158,357.90949177742004,0.000282842712474619
16,0.0007669537104675328,0.00059887140916733,0.13374672581986408,0.00033820446971806933,0.00018733998182085543,0.002264019453226259,357.67161440849304,0.000282842712474619
17,0.0007259201597283512,0.0005731299253446716,0.12830865967867566,0.0003027195464824217,0.00018788230337444625,0.0022679197419771904,357.10506987571716,0.000282842712474619
18,0.0007260545164626819,0.0005588555307121487,0.12422126814867002,0.00030923069905005224,0.00018765460343198961,0.002272902849199454,358.16393399238586,0.000282842712474619
19,0.0006819632044804772,0.0005500249035865093,0.12131489811060532,0.00027528571213982406,0.0001882013762516029,0.002276699620324507,359.3214955329895,0.000282842712474619
20,0.000682486753134981,0.0005354496109898069,0.11893544519198716,0.00027989373908591614,0.0001881644580047729,0.0022823714886423354,357.1296317577362,0.000282842712474619
