epoch,train_loss,val_loss,rel_l2,data,continuity,curl,epoch_time,lr
1,0.027053251629695296,0.20512637250222168,3.9666632560483532,0.02215473629864088,0.0007969136570409319,0.01038777061694418,153.79270815849304,2.8284271247461902e-05
2,0.008559022207919043,0.08039840962979701,2.3875370190168907,0.006390561587371242,0.00018155721992722343,0.004274465657848244,147.45933175086975,7.919595949289332e-05
3,0.006843087653881715,0.043019530612539936,1.6747032162465052,0.005185893708888519,0.00015179118495704338,0.003565576288868518,148.36443090438843,0.00013010764773832472
4,0.005569810262386454,0.02712320512426751,1.3001931257281272,0.004100268345306783,0.00015379859625378836,0.0032098676304788873,147.6960940361023,0.00018101933598375613
5,0.004559604127280181,0.018849807912362862,1.072250177907772,0.0031614478521078127,0.00016073216299143192,0.002980442282932927,146.72781777381897,0.00023193102422918753
6,0.003804354074721535,0.013896847434051625,0.91670251239511,0.0025366422202447816,0.00016835113596395482,0.0028193476427986752,146.94897747039795,0.000282842712474619
7,0.003075811207963852,0.010737748848056639,0.7988700957894138,0.0019207008669278973,0.00017533218427464212,0.002696499994272017,149.28627109527588,0.000282842712474619
8,0.002535374532574982,0.008657873461216494,0.7053616322679918,0.0015057834765078344,0.00017991287813856616,0.0026031051905495892,149.9759259223938,0.000282842712474619
9,0.002410809571908127,0.007240764631635763,0.6270342370297187,0.0013909411030302483,0.0001812606741016983,0.002522713819416822,147.61224555969238,0.000282842712474619
10,0.0021893722653961354,0.0062167069439280345,0.5634236704613743,0.0012389672053056227,0.00018290376395195077,0.002469331918594738,147.83605909347534,0.000282842712474619
11,0.0019365041492468056,0.005388300279276325,0.5067345120638015,0.001078821192398512,0.00018532263682876268,0.002420317866684248,146.8224503993988,0.000282842712474619
12,0.0018111736747717562,0.004729718847998551,0.4610498121283287,0.0010019590520945105,0.00018616182482370883,0.002382493719778722,147.46056413650513,0.000282842712474619
13,0.0016758524889155524,0.004189594001993053,0.4250090813931546,0.0009021897708407778,0.00018732697882721064,0.002360475110132635,148.59141421318054,0.000282842712474619
14,0.0016009870678317384,0.0037452148757391164,0.39286766913675525,0.0008574292587582022,0.00018830523921072503,0.0023443019739109636,147.7019603252411,0.000282842712474619
15,0.0015703311498024657,0.0033962945366133148,0.36346858631078915,0.0008279455006838058,0.00018803619025220542,0.002320033552678069,148.24908542633057,0.000282842712474619
16,0.0014537451970682014,0.003019726477781093,0.3396152549285801,0.0007586687318810922,0.0001891672052352078,0.0023113860667460053,145.96150422096252,0.000282842712474619
17,0.0014790346776862862,0.00275061222476667,0.3196070982273895,0.0007946075544775036,0.00018884265599202385,0.0023062895264350423,148.89886808395386,0.000282842712474619
18,0.0012716000731719153,0.0025288188107335918,0.2996021318994684,0.0006309565081513332,0.0001913805940603197,0.0023113718610450937,147.57785820960999,0.000282842712474619
19,0.001234209139511222,0.0023196965755362597,0.28493690448749814,0.0006152732911080724,0.00019192614676436884,0.002307561528747707,146.55971336364746,0.000282842712474619
20,0.001268967240927547,0.0021366868233126768,0.2707063192621065,0.0006395480230215375,0.00019101135239907308,0.002301045936595377,147.97601509094238,0.000282842712474619
21,0.001318180810812919,0.001991398601079142,0.2580178878203776,0.0006592870087539874,0.00019075667326736342,0.002301757522218395,147.68620252609253,0.000282842712474619
22,0.001198986802288952,0.0018010055399862686,0.2466745699434184,0.0005709614735375604,0.00019164167747476313,0.00230511909952232,148.5855689048767,0.000282842712474619
23,0.001140227146000446,0.0017209041695860395,0.23855558210472105,0.0005555432392914857,0.00019149682020724867,0.002307748184951682,147.9307723045349,0.000282842712474619
24,0.001220953927258961,0.0016310657519702013,0.2301327435013506,0.0006072031599918167,0.00019084815145712733,0.002303794043352051,147.17404961585999,0.000282842712474619
25,0.0011709448344845441,0.0015384924263911104,0.22195093733360166,0.0005805349222403796,0.000191374274284802,0.0023098562087398022,149.25647616386414,0.000282842712474619
26,0.0010678251398227683,0.0014338749400400496,0.21529293910991593,0.0004767131822518422,0.00019269410699962464,0.0023078285388085837,147.30220246315002,0.000282842712474619
27,0.0010190721792848005,0.0013988426357338375,0.20934145181650998,0.00043950353710897616,0.00019327710651850794,0.002313452333207048,148.44059300422668,0.000282842712474619
28,0.0010517572833729598,0.0013391344239572426,0.20401802606051153,0.0004647580268889821,0.0001926729307418403,0.002313258231273115,148.1811134815216,0.000282842712474619
